customer_id,age,income,region,tenure_months,num_products,avg_monthly_spend,login_frequency,missed_payments,churn_risk_score,CLV,notes
C00327,64,65176,South,109,4,1814.77,22,4,0.84,33649.59,High churn risk
C00328,25,73380,East Coast,72,2,2826.12,30,2,0.14,175993.35,High-value loyal customer
C00329,41,137620,Midwest,4,4,2944.03,7,0,0.63,6357.16,Moderate value customer
C00330,55,61263,East Coast,104,5,2305.16,13,0,0.35,158328.82,Moderate value customer
C00331,60,125701,Midwest,118,3,1204.31,18,2,0.87,19974.12,High churn risk
C00332,48,110002,East Coast,16,2,600.68,11,2,0.66,4267.7,Moderate value customer
C00333,46,87872,South,80,3,2496.39,7,3,0.15,171254.52,High-value loyal customer
C00334,52,117516,West Coast,86,3,610.57,23,2,0.3,38256.31,Moderate value customer
C00335,68,37542,East Coast,75,4,609.27,12,2,0.04,45867.44,Moderate value customer
C00336,64,64187,South,59,3,2773.32,7,0,0.77,39133.95,High churn risk
C00337,64,133999,East Coast,41,2,1767.64,10,3,0.41,43759.21,Moderate value customer
C00338,41,54510,East Coast,118,3,1021.33,14,3,0.05,115991.09,High-value loyal customer
C00339,24,66941,West Coast,60,2,2896.35,5,4,0.01,173043.19,High-value loyal customer
C00340,62,97271,Midwest,75,5,2180.53,30,4,0.96,9041.59,High churn risk
C00341,61,140632,South,69,5,1697.56,19,4,0.85,20069.75,High churn risk
C00342,56,93745,East Coast,106,4,1122.54,5,4,0.33,81722.79,Moderate value customer
C00343,44,76260,West Coast,58,1,2094.53,1,3,0.52,58811.72,Moderate value customer
C00344,53,132689,East Coast,102,5,2246.51,30,0,0.58,98740.49,Moderate value customer
C00345,25,31148,East Coast,112,1,2193.91,21,4,0.52,118444.6,Moderate value customer
C00346,23,70791,West Coast,76,2,746.95,14,4,0.31,40170.06,Moderate value customer
C00347,31,61343,East Coast,40,1,2152.28,3,3,0.39,53015.63,Moderate value customer
C00348,65,109082,East Coast,89,3,1828.05,7,1,0.18,134911.09,High-value loyal customer
C00349,52,72483,South,58,2,2580.21,30,0,0.03,146162.61,High-value loyal customer
C00350,42,73721,South,61,3,1949.35,28,0,0.15,102573.8,High-value loyal customer
C00351,31,118615,South,45,1,609.57,27,0,0.01,27656.34,Moderate value customer
C00352,58,104438,East Coast,77,3,1091.89,4,1,0.43,49423.05,Moderate value customer
C00353,42,121072,East Coast,48,2,2282.69,6,4,0.66,38253.5,Moderate value customer
C00354,24,108646,South,90,3,2271.89,22,4,0.18,169165.48,High-value loyal customer
C00355,59,107437,East Coast,11,1,823.6,11,0,0.53,4758.01,Moderate value customer
C00356,23,87010,West Coast,56,3,1192.86,11,1,0.32,46924.11,Moderate value customer
C00357,30,95540,West Coast,104,3,242.89,4,1,0.12,23729.29,Moderate value customer
C00358,57,100455,East Coast,23,4,1128.77,16,3,0.13,24586.69,Moderate value customer
C00359,39,120229,East Coast,77,2,273.75,17,3,0.62,9009.92,Moderate value customer
C00360,38,114711,Midwest,33,4,2644.04,19,4,0.12,78782.92,High-value loyal customer
C00361,48,59332,West Coast,52,1,2066.61,3,4,0.55,48858.67,Moderate value customer
C00362,51,60009,East Coast,116,5,2913.61,6,4,0.19,276262.8,High-value loyal customer
C00363,37,43512,Midwest,28,1,2697.39,26,0,0.87,10318.5,High churn risk
C00364,44,111756,West Coast,115,1,1889.73,24,0,0.05,206953.0,High-value loyal customer
C00365,21,105294,Midwest,4,1,1608.2,16,3,0.39,4424.01,Moderate value customer
C00366,25,118812,South,92,1,2674.43,13,4,0.76,59551.41,High churn risk
C00367,52,102109,Midwest,98,4,1035.56,2,4,0.75,27371.22,High churn risk
C00368,37,92106,South,115,1,825.85,22,3,0.14,82176.56,High-value loyal customer
C00369,41,101365,East Coast,51,3,1348.06,7,0,0.2,56500.85,High-value loyal customer
C00370,61,77262,East Coast,10,1,348.95,27,0,0.55,2070.27,Moderate value customer
C00371,63,98908,West Coast,113,5,1045.52,27,3,0.68,40306.0,Moderate value customer
C00372,42,51923,Midwest,119,2,434.3,19,1,0.75,13920.42,High churn risk
C00373,59,123441,Midwest,52,4,347.45,1,2,0.62,8865.61,Moderate value customer
C00374,59,149869,East Coast,72,4,1743.75,2,2,0.78,29621.0,High churn risk
C00375,54,122820,West Coast,9,4,2182.86,21,3,0.44,13001.61,Moderate value customer
C00376,34,121297,East Coast,18,4,1702.69,17,1,0.56,15485.3,Moderate value customer
C00377,36,70021,West Coast,66,1,397.62,20,3,0.43,15458.46,Moderate value customer
C00378,25,84284,Midwest,82,5,1305.91,15,4,0.76,28200.31,High churn risk
C00379,38,57922,South,40,1,510.66,22,1,0.17,17453.91,Moderate value customer
C00380,24,132816,West Coast,66,2,2020.18,27,4,0.25,100998.91,High-value loyal customer
C00381,64,145835,Midwest,22,2,2513.94,1,3,0.84,9849.07,High churn risk
C00382,48,59541,West Coast,80,1,526.78,6,0,0.71,12721.3,High churn risk
C00383,65,33066,South,101,1,387.19,30,4,0.74,10667.61,High churn risk
C00384,47,120727,South,96,1,1336.67,12,0,0.1,115988.29,High-value loyal customer
C00385,26,98656,East Coast,74,5,1049.73,24,0,0.48,42893.61,Moderate value customer
C00386,31,112946,South,105,4,929.93,27,3,0.56,44962.77,Moderate value customer
C00387,67,59605,South,34,2,791.91,17,3,0.78,6923.49,High churn risk
C00388,41,33070,East Coast,48,2,1087.39,8,2,0.42,31272.94,Moderate value customer
C00389,37,120873,South,16,4,2903.05,24,4,0.54,23366.45,Moderate value customer
C00390,51,93228,East Coast,49,4,2601.48,27,0,0.24,98879.12,High-value loyal customer
C00391,54,84994,West Coast,98,2,1883.8,18,4,0.83,32384.11,High churn risk
C00392,33,57206,Midwest,101,2,2441.33,19,4,0.91,23191.69,High churn risk
C00393,43,75326,East Coast,63,5,241.26,22,3,0.46,10707.67,Moderate value customer
C00394,21,68437,West Coast,40,2,512.07,15,4,0.44,12470.37,Moderate value customer
C00395,24,105733,South,56,1,1018.89,24,2,0.33,38728.75,Moderate value customer
C00396,50,133126,West Coast,98,1,2002.92,13,1,0.27,143788.9,High-value loyal customer
C00397,51,120545,East Coast,108,4,2673.56,21,0,0.55,131935.02,Moderate value customer
C00398,67,91961,East Coast,77,4,847.19,27,1,0.17,56143.91,High-value loyal customer
C00399,36,106644,East Coast,48,1,589.77,16,1,0.59,12106.67,Moderate value customer
C00400,63,127201,East Coast,37,4,2574.17,25,0,0.56,43907.49,Moderate value customer
C00401,23,42154,West Coast,12,1,1345.58,15,1,0.69,5505.56,Moderate value customer
C00402,32,59481,Midwest,79,5,2158.62,14,4,0.23,133808.85,High-value loyal customer
C00403,32,127001,Midwest,94,4,1734.48,4,3,0.7,50912.34,Moderate value customer
C00404,31,145910,West Coast,95,3,692.55,20,2,0.02,65976.4,High-value loyal customer
C00405,36,59107,Midwest,93,2,2161.61,24,2,0.53,95483.97,Moderate value customer
C00406,49,126941,South,98,1,1378.18,13,4,0.84,22109.86,High churn risk
C00407,41,73224,West Coast,32,2,1005.7,5,3,0.73,9689.25,High churn risk
C00408,65,39725,West Coast,108,2,2727.56,8,3,0.85,45186.47,High churn risk
C00409,64,118103,West Coast,23,4,216.76,1,1,0.15,6237.66,Moderate value customer
C00410,62,83945,Midwest,74,2,1333.64,26,2,0.72,28633.02,High churn risk
C00411,63,117528,West Coast,72,3,1041.43,13,2,0.47,41240.97,Moderate value customer
C00412,25,71751,West Coast,21,4,352.54,5,2,0.32,7034.27,Moderate value customer
C00413,33,136052,East Coast,75,1,425.19,8,0,0.36,20909.12,Moderate value customer
C00414,37,109096,East Coast,12,2,682.4,24,2,0.1,8369.92,Moderate value customer
C00415,32,123268,Midwest,49,2,1614.0,7,0,0.7,24725.8,Moderate value customer
C00416,37,110551,East Coast,103,5,991.4,19,4,0.63,40282.25,Moderate value customer
C00417,21,118467,South,47,1,2546.01,10,0,0.15,102213.1,High-value loyal customer
C00418,28,121164,East Coast,83,5,871.93,10,0,0.54,35790.29,Moderate value customer
C00419,36,32084,East Coast,98,1,2216.62,7,3,0.13,189489.02,High-value loyal customer
C00420,35,81706,West Coast,62,2,789.05,29,1,0.31,34755.56,Moderate value customer
C00421,39,41795,South,38,2,319.15,19,3,0.04,12642.59,Moderate value customer
C00422,45,97217,South,98,3,940.94,22,2,0.62,36540.61,Moderate value customer
C00423,51,122419,East Coast,110,4,2545.19,14,3,0.01,279171.19,High-value loyal customer
C00424,62,33722,Midwest,26,3,430.3,25,1,0.26,9778.97,Moderate value customer
C00425,22,57902,West Coast,40,1,1164.59,8,0,0.27,34506.03,Moderate value customer
C00426,45,32036,Midwest,16,1,222.45,4,0,0.75,1389.8,High churn risk
C00427,51,33157,Midwest,19,1,1964.68,15,4,0.45,21030.91,Moderate value customer
C00428,24,62307,Midwest,50,1,2839.73,5,4,0.57,61554.2,Moderate value customer
C00429,24,95322,South,56,4,1276.23,4,1,0.25,55601.66,High-value loyal customer
C00430,32,41917,Midwest,29,2,1815.37,12,1,0.55,24690.58,Moderate value customer
C00431,37,122793,Midwest,109,3,1466.4,6,3,0.15,137361.96,High-value loyal customer
C00432,41,73419,South,38,2,2925.33,28,1,0.99,2111.63,High churn risk
C00433,49,37555,East Coast,61,5,2260.8,30,3,0.52,68696.22,Moderate value customer
C00434,42,53951,South,36,3,323.82,8,4,0.88,2898.9,High churn risk
C00435,56,136917,South,85,1,504.43,6,3,0.11,38660.13,Moderate value customer
C00436,60,80110,East Coast,10,1,1517.35,5,3,0.59,6721.14,Moderate value customer
C00437,36,61382,Midwest,47,5,1968.89,9,4,0.67,33037.48,Moderate value customer
C00438,35,133756,Midwest,87,3,1013.11,23,2,0.79,20009.52,High churn risk
C00439,50,45350,East Coast,44,4,2089.01,26,1,0.49,48877.38,Moderate value customer
C00440,66,109507,Midwest,116,4,1814.27,19,0,0.04,204037.11,High-value loyal customer
C00441,31,122158,East Coast,108,1,1418.26,10,4,0.26,113847.34,High-value loyal customer
C00442,33,125380,South,62,1,1830.43,11,3,0.28,82210.4,High-value loyal customer
C00443,43,81369,Midwest,7,1,2766.1,18,0,0.32,13666.64,Moderate value customer
C00444,60,114749,Midwest,102,5,880.97,21,1,0.09,84271.64,High-value loyal customer
C00445,61,95763,West Coast,69,5,2415.39,5,0,0.0,169161.91,High-value loyal customer
C00446,54,86645,Midwest,19,2,233.48,28,0,0.52,3129.34,Moderate value customer
C00447,40,46388,West Coast,110,5,437.44,11,1,0.74,15010.78,High churn risk
C00448,22,79303,Midwest,33,3,2859.12,22,3,0.23,74150.24,High-value loyal customer
C00449,28,89612,West Coast,24,5,2153.64,17,3,0.69,18523.08,Moderate value customer
C00450,38,107980,East Coast,107,3,1973.29,21,2,0.73,58508.35,High churn risk
C00451,27,41521,Midwest,23,4,1135.35,23,3,0.41,17406.7,Moderate value customer
C00452,63,131381,East Coast,86,2,716.14,11,2,0.53,29946.38,Moderate value customer
C00453,51,85585,West Coast,100,5,1263.77,29,4,0.31,89700.13,Moderate value customer
C00454,42,61947,West Coast,53,4,1875.49,16,1,0.38,63628.6,Moderate value customer
C00455,48,122437,West Coast,110,3,1976.27,9,2,0.59,90629.78,Moderate value customer
C00456,45,99507,West Coast,21,2,674.74,19,1,0.36,10068.51,Moderate value customer
C00457,21,31004,South,82,4,1447.41,23,0,0.5,61343.81,Moderate value customer
C00458,52,92320,East Coast,102,3,1786.92,7,1,0.74,48889.12,High churn risk
C00459,45,38002,West Coast,91,2,2887.89,23,1,0.96,11511.92,High churn risk
C00460,68,131964,Midwest,37,1,1738.38,20,1,0.89,7575.21,High churn risk
C00461,36,148206,West Coast,49,5,1825.68,3,0,0.91,10551.25,High churn risk
C00462,49,121106,East Coast,25,1,2342.53,17,3,0.91,5770.69,High churn risk
C00463,62,134793,South,39,1,1372.95,6,2,0.24,41194.24,Moderate value customer
C00464,44,45475,East Coast,30,1,1274.83,20,4,0.95,2412.25,High churn risk
C00465,37,89080,Midwest,43,4,1854.55,15,1,0.22,64201.61,High-value loyal customer
C00466,62,138118,South,78,1,2393.26,14,1,0.86,26634.4,High churn risk
C00467,26,81779,East Coast,98,1,1985.23,30,2,0.58,82212.07,Moderate value customer
C00468,34,34708,West Coast,54,4,721.17,24,2,0.84,8230.91,High churn risk
C00469,46,101623,Midwest,32,5,1313.56,6,0,0.98,3340.68,High churn risk
C00470,48,118737,Midwest,95,2,1635.27,16,2,0.88,19642.08,High churn risk
C00471,67,52840,South,49,2,1666.48,29,0,0.82,15698.35,High churn risk
C00472,56,74452,East Coast,2,5,1150.87,22,3,0.21,4318.37,Moderate value customer
C00473,51,48309,Midwest,47,4,1662.76,8,0,0.86,12940.96,High churn risk
C00474,47,35702,South,103,1,2084.33,28,1,0.17,178689.37,High-value loyal customer
C00475,22,120284,West Coast,99,2,1510.32,15,4,0.51,74265.62,Moderate value customer
C00476,39,39318,West Coast,23,5,1463.77,21,1,0.5,19333.36,Moderate value customer
C00477,48,95763,South,6,5,2444.43,8,0,0.52,9539.96,Moderate value customer
C00478,65,119220,East Coast,85,1,2319.15,1,1,0.72,55695.77,High churn risk
C00479,64,66411,West Coast,90,5,1382.73,30,3,0.4,77167.42,Moderate value customer
C00480,41,122098,West Coast,94,4,2988.84,26,3,0.46,153713.52,Moderate value customer
C00481,65,33728,South,41,4,386.12,2,4,0.66,7382.51,Moderate value customer
C00482,35,104962,East Coast,42,2,1112.79,24,4,0.68,15955.9,Moderate value customer
C00483,54,133532,West Coast,117,3,303.13,17,3,0.44,21361.08,Moderate value customer
C00484,60,93680,East Coast,94,5,2550.51,5,3,0.05,230260.54,High-value loyal customer
C00485,23,78484,South,53,4,2315.76,12,1,0.26,92824.11,High-value loyal customer
C00486,21,41958,East Coast,72,1,2114.29,5,3,0.94,9633.73,High churn risk
C00487,44,149304,East Coast,39,1,800.52,2,0,0.93,2685.42,High churn risk
C00488,63,50099,Midwest,97,3,2181.61,14,1,0.65,75565.66,Moderate value customer
C00489,47,100057,West Coast,10,3,1194.87,12,2,0.19,11178.45,Moderate value customer
C00490,29,61661,West Coast,82,3,2631.99,27,4,0.1,195740.86,High-value loyal customer
C00491,44,114041,West Coast,112,1,758.6,2,4,0.95,4748.16,High churn risk
C00492,37,53647,East Coast,100,5,809.95,17,4,0.87,13029.35,High churn risk
C00493,48,135600,South,105,4,2889.64,4,1,0.4,184047.32,Moderate value customer
C00494,59,79494,East Coast,119,1,1647.66,13,3,0.63,73046.47,Moderate value customer
C00495,24,124578,West Coast,50,4,1449.88,6,0,0.91,8524.46,High churn risk
C00496,49,52928,West Coast,75,3,1184.9,3,2,0.14,77926.05,High-value loyal customer
C00497,65,73891,West Coast,108,2,2527.4,26,4,0.64,99265.31,Moderate value customer
C00498,48,83469,West Coast,8,5,1187.58,4,1,0.92,3260.05,High churn risk
C00499,57,108463,South,1,3,1197.24,8,0,0.84,1691.56,High churn risk
C00500,49,60207,Midwest,72,3,545.34,2,3,0.29,29377.78,Moderate value customer
C00501,64,77962,East Coast,69,4,1658.03,9,2,0.95,7720.2,High churn risk
C00502,49,111400,South,1,1,2786.5,10,4,0.2,2729.2,Moderate value customer
C00503,25,137854,Midwest,67,2,2881.11,22,3,0.21,153497.15,High-value loyal customer
C00504,31,73381,West Coast,27,5,2987.44,29,1,0.1,75094.79,High-value loyal customer
C00505,22,94997,South,109,2,1524.6,13,4,0.12,147239.63,High-value loyal customer
C00506,24,125238,South,61,3,2369.85,25,1,0.76,36194.6,High churn risk
C00507,30,133136,South,48,2,1747.1,17,3,0.28,61379.78,High-value loyal customer
C00508,59,92852,East Coast,23,5,1734.28,27,2,0.87,7685.5,High churn risk
C00509,64,126691,Midwest,44,3,2457.47,4,4,0.86,16638.02,High churn risk
C00510,28,108963,Midwest,103,5,2539.0,23,4,0.12,232634.96,High-value loyal customer
C00511,43,98710,East Coast,40,2,255.42,10,0,0.53,5801.9,Moderate value customer
C00512,47,55313,Midwest,11,3,2839.81,25,4,0.74,9621.86,High churn risk
C00513,43,42852,West Coast,109,3,2504.35,12,0,0.68,88851.73,Moderate value customer
C00514,68,136358,South,11,5,2219.1,17,3,0.1,24469.09,Moderate value customer
C00515,54,47410,Midwest,100,1,2585.69,1,3,0.32,176326.92,Moderate value customer
C00516,55,85101,Midwest,102,3,1704.34,3,2,0.61,69298.65,Moderate value customer
C00517,37,51023,South,31,5,2365.14,30,3,0.58,33294.12,Moderate value customer
C00518,67,144433,West Coast,60,5,1876.22,6,2,0.81,23888.91,High churn risk
C00519,30,129407,West Coast,55,5,1720.21,30,1,0.06,91434.86,High-value loyal customer
C00520,22,114603,Midwest,24,1,792.5,5,0,0.48,10390.4,Moderate value customer
C00521,37,34944,West Coast,62,4,2572.76,12,1,0.85,25926.67,High churn risk
C00522,51,36964,East Coast,19,3,2674.84,11,2,0.99,2008.22,High churn risk
C00523,36,38587,South,117,2,2919.34,21,4,0.13,298159.62,High-value loyal customer
C00524,44,106667,South,96,5,537.23,9,0,0.65,20550.93,Moderate value customer
C00525,27,75444,East Coast,40,2,1016.41,15,1,0.0,41656.4,Moderate value customer
C00526,39,107059,West Coast,102,5,2119.14,14,1,0.35,142998.98,Moderate value customer
C00527,36,60007,West Coast,17,5,2594.64,19,1,0.44,27200.97,Moderate value customer
C00528,53,86655,South,50,3,2303.65,13,3,0.35,76368.62,Moderate value customer
C00529,56,119297,East Coast,99,1,1475.66,21,4,0.62,56014.33,Moderate value customer
C00530,65,72494,East Coast,12,1,2232.74,7,1,0.02,26757.02,Moderate value customer
C00531,30,93935,South,15,2,401.95,11,1,0.91,1542.63,High churn risk
C00532,63,71004,Midwest,39,4,2055.11,2,1,0.32,56501.52,Moderate value customer
C00533,35,81131,South,13,1,222.44,30,4,0.15,2957.96,Moderate value customer
C00534,63,143043,Midwest,94,1,333.14,23,1,0.43,18349.64,Moderate value customer
C00535,23,61028,Midwest,106,4,2320.43,27,0,0.51,122523.13,Moderate value customer
C00536,22,130168,Midwest,19,1,1537.36,1,3,0.05,28249.35,Moderate value customer
C00537,63,40466,South,73,3,366.74,7,3,0.8,6854.4,High churn risk
C00538,62,50828,East Coast,57,3,1549.21,2,1,0.74,24459.29,High churn risk
C00539,55,122272,East Coast,92,2,375.71,23,4,0.51,17937.01,Moderate value customer
C00540,47,82253,East Coast,108,2,1168.89,19,4,0.19,103254.5,High-value loyal customer
C00541,25,122435,South,60,2,640.64,29,2,0.93,3690.69,High churn risk
C00542,35,98969,South,107,3,814.24,14,2,0.79,19795.97,High churn risk
C00543,56,59397,West Coast,56,2,747.7,28,0,0.23,33240.82,Moderate value customer
C00544,69,142726,South,25,2,1240.95,11,0,0.74,9066.17,High churn risk
C00545,53,137299,East Coast,104,3,502.14,5,4,0.1,48500.3,Moderate value customer
C00546,21,113989,West Coast,105,4,1677.66,11,0,0.12,157015.78,High-value loyal customer
C00547,32,42672,South,4,2,1339.88,14,2,0.44,4001.33,Moderate value customer
C00548,62,100676,South,52,1,2551.62,9,4,0.7,40305.27,Moderate value customer
C00549,61,43999,South,101,3,2512.59,1,2,0.92,21801.73,High churn risk
C00550,29,109314,West Coast,7,4,2507.98,29,1,0.97,2526.68,High churn risk
C00551,40,47863,West Coast,105,1,1514.99,6,1,0.69,49812.92,Moderate value customer
C00552,50,45108,Midwest,68,1,1014.21,7,0,0.78,15672.58,High churn risk
C00553,34,45350,West Coast,87,5,1363.12,13,2,0.51,60609.81,Moderate value customer
C00554,43,57511,East Coast,108,4,2124.64,10,4,0.06,217693.45,High-value loyal customer
C00555,49,130007,East Coast,108,5,1683.4,25,4,0.13,160672.26,High-value loyal customer
C00556,62,132620,South,70,3,1948.05,20,0,0.97,5590.91,High churn risk
C00557,55,72972,East Coast,45,4,2142.41,9,2,0.39,60809.15,Moderate value customer
C00558,47,67454,East Coast,9,5,2771.42,17,0,0.77,8236.84,High churn risk
C00559,69,133212,East Coast,9,3,2843.13,4,4,0.22,21458.77,Moderate value customer
C00560,47,98766,East Coast,85,2,2553.32,14,1,0.53,103005.13,Moderate value customer
C00561,50,54718,West Coast,3,1,382.17,6,2,0.15,1474.53,Moderate value customer
C00562,23,64617,East Coast,77,3,2942.14,23,0,0.81,44543.51,High churn risk
C00563,32,34020,South,63,4,2170.17,1,1,0.17,115478.19,High-value loyal customer
C00564,67,71004,West Coast,102,1,2141.5,11,3,0.71,63845.57,High churn risk
C00565,51,46834,Midwest,82,1,264.7,11,2,0.15,18949.59,Moderate value customer
C00566,57,31259,East Coast,119,3,1542.32,17,4,0.82,34536.49,High churn risk
C00567,47,104731,Midwest,110,2,1954.2,25,4,0.5,108481.0,Moderate value customer
C00568,67,34777,Midwest,95,3,979.83,28,3,0.41,56419.47,Moderate value customer
C00569,44,70343,South,93,5,433.07,7,2,0.34,29081.84,Moderate value customer
